Accession	Species	Class
SsCD00339716	Sulfolobus solfataricus	1
SoCD00339717	Shewanella oneidensis	1
SoCD00339718	Shewanella oneidensis	1
SoCD00339719	Shewanella oneidensis	1
SmCD00339720	Streptococcus mutans	1
SmCD00339721	Streptococcus mutans	0
SeCD00339722	Staphylococcus epidermidis	1
PfCD00339723	Pyrococcus furiosus	1
PfCD00339724	Pyrococcus furiosus	1
NeCD00339725	Nitrosomonas europaea	1
MmCD00339726	Methanosarcina mazei	0
LpCD00339727	Legionella pneumophila	1
LpCD00339728	Legionella pneumophila	0
LaCD00339729	Lactobacillus acidophilus	1
LaCD00339730	Lactobacillus acidophilus	1
LaCD00339731	Lactobacillus acidophilus	1
BtCD00339732	Bacteroides thetaiotaomicron	1
BtCD00339733	Bacteroides thetaiotaomicron	1
BtCD00339734	Bacteroides thetaiotaomicron	1
BtCD00339735	Bacteroides thetaiotaomicron	1
BtCD00339736	Bacteroides thetaiotaomicron	0
BtCD00339737	Bacteroides thetaiotaomicron	1
BtCD00339738	Bacteroides thetaiotaomicron	1
BtCD00339739	Bacteroides thetaiotaomicron	1
BtCD00339740	Bacteroides thetaiotaomicron	1
BtCD00339741	Bacteroides thetaiotaomicron	1
BtCD00339742	Bacteroides thetaiotaomicron	1
BtCD00339743	Bacteroides thetaiotaomicron	1
BtCD00339744	Bacteroides thetaiotaomicron	1
BtCD00339745	Bacteroides thetaiotaomicron	1
BtCD00339746	Bacteroides thetaiotaomicron	1
BfCD00339747	Bacteroides fragilis	0
BfCD00339748	Bacteroides fragilis	1
BfCD00339749	Bacteroides fragilis	0
BfCD00339750	Bacteroides fragilis	1
BfCD00339751	Bacteroides fragilis	0
BfCD00339752	Bacteroides fragilis	1
BcCD00339753	Bacillus cereus	1
BcCD00339754	Bacillus cereus	1
BcCD00339755	Bacillus cereus	1
BbCD00339756	Borrelia burgdorferi	1
MbCD00339757	Mycobacterium bovis	0
MbCD00339758	Mycobacterium bovis	1
MbCD00339759	Mycobacterium bovis	1
MbCD00339760	Mycobacterium bovis	1
MbCD00339761	Mycobacterium bovis	1
MbCD00339762	Mycobacterium bovis	1
CvCD00339763	Chromobacterium violaceum	1
CvCD00339764	Chromobacterium violaceum	1
CvCD00339765	Chromobacterium violaceum	1
CvCD00339766	Chromobacterium violaceum	1
CvCD00339767	Chromobacterium violaceum	1
CvCD00339768	Chromobacterium violaceum	0
CvCD00339769	Chromobacterium violaceum	1
CtCD00339770	Chlorobaculum tepidum	0
CtCD00339771	Chlorobaculum tepidum	1
CtCD00339772	Chlorobaculum tepidum	1
CtCD00339773	Chlorobaculum tepidum	1
CtCD00339774	Chlorobaculum tepidum	1
CtCD00339775	Chlorobaculum tepidum	1
CtCD00339776	Chlorobaculum tepidum	1
CtCD00339777	Chlorobaculum tepidum	1
CtCD00339778	Chlorobaculum tepidum	1
CtCD00339779	Chlorobaculum tepidum	1
CtCD00339780	Chlorobaculum tepidum	1
CtCD00339781	Chlorobaculum tepidum	1
CtCD00339782	Chlorobaculum tepidum	1
BpCD00339783	Bordetella parapertussis	1
BpCD00339784	Bordetella parapertussis	1
BbCD00339785	Bordetella bronchiseptica	1
BbCD00339786	Bordetella bronchiseptica	1
RgCD00339787	Ruminococcus gnavus	1
RgCD00339788	Ruminococcus gnavus	1
RgCD00339789	Ruminococcus gnavus	0
RgCD00339790	Ruminococcus gnavus	1
RgCD00339791	Ruminococcus gnavus	0
RgCD00339792	Ruminococcus gnavus	1
RgCD00339793	Ruminococcus gnavus	1
RgCD00339794	Ruminococcus gnavus	1
RgCD00339795	Ruminococcus gnavus	1
RgCD00339796	Ruminococcus gnavus	1
RgCD00339797	Ruminococcus gnavus	1
RoCD00339798	Ruminococcus obeum	1
RoCD00339799	Ruminococcus obeum	1
RoCD00339800	Ruminococcus obeum	1
RoCD00339801	Ruminococcus obeum	1
MsCD00339802	Mycobacterium smegmatis	0
MsCD00339803	Mycobacterium smegmatis	1
MsCD00339804	Mycobacterium smegmatis	0
McCD00339805	Methylococcus capsulatus str. Bath	1
McCD00339806	Methylococcus capsulatus str. Bath	1
McCD00339807	Methylococcus capsulatus str. Bath	1
McCD00339808	Methylococcus capsulatus str. Bath	1
McCD00339809	Methylococcus capsulatus str. Bath	1
McCD00339810	Methylococcus capsulatus str. Bath	1
McCD00339811	Methylococcus capsulatus str. Bath	1
McCD00339812	Methylococcus capsulatus str. Bath	1
McCD00339813	Methylococcus capsulatus str. Bath	1
MbCD00339814	Mycobacterium bovis	0
MbCD00339815	Mycobacterium bovis	0
MbCD00339816	Mycobacterium bovis	0
MbCD00339817	Mycobacterium bovis	0
MbCD00339818	Mycobacterium bovis	0
PsCD00339819	Pseudomonas syringae	0
PpCD00339820	Pseudomonas putida	0
CeCD00339821	Coprococcus eutactus	0
CaCD00339822	Collinsella aerofaciens ATCC 25986	0
CaCD00339823	Collinsella aerofaciens ATCC 25986	1
CaCD00339824	Collinsella aerofaciens ATCC 25986	0
NpCD00339825	Natronomonas pharaonis DSM 2160	1
NaCD00339826	Novosphingobium aromaticivorans	0
NaCD00339827	Novosphingobium aromaticivorans	1
LdCD00339828	Lactobacillus delbrueckii	0
LdCD00339829	Lactobacillus delbrueckii	1
LcCD00339830	Lactobacillus casei	0
LcCD00339832	Lactobacillus casei	1
LbCD00339833	Lactobacillus brevis	1
LaCD00339834	Lactobacillus acidophilus	1
LaCD00339835	Lactobacillus acidophilus	1
LaCD00339836	Lactobacillus acidophilus	1
LaCD00339837	Lactobacillus acidophilus	1
RoCD00339838	Ruminococcus obeum	1
RoCD00339839	Ruminococcus obeum	1
RoCD00339840	Ruminococcus obeum	1
VfCD00339841	Aliivibrio fischeri	1
VfCD00339842	Aliivibrio fischeri	1
VcCD00339843	Vibrio cholerae	1
VcCD00339844	Vibrio cholerae	1
VpCD00339845	Vibrio parahaemolyticus	1
VpCD00339846	Vibrio parahaemolyticus	1
SaCD00339847	Staphylococcus aureus	1
SaCD00339848	Staphylococcus aureus	1
SaCD00339849	Staphylococcus aureus	1
SaCD00339850	Staphylococcus aureus	1
SaCD00339851	Staphylococcus aureus	1
SaCD00339852	Staphylococcus aureus	1
SaCD00339853	Staphylococcus aureus	1
SaCD00339854	Staphylococcus aureus	1
SaCD00339855	Staphylococcus aureus	1
SaCD00339856	Staphylococcus aureus	1
SaCD00339857	Staphylococcus aureus	1
SaCD00339858	Staphylococcus aureus	1
SaCD00339859	Staphylococcus aureus	1
SaCD00339860	Staphylococcus aureus	1
YeCD00339861	Yersinia enterocolitica	1
YeCD00339862	Yersinia enterocolitica	1
WsCD00339863	Wolinella succinogenes	0
BtCD00339864	Bacteroides thetaiotaomicron	0
BtCD00339865	Bacteroides thetaiotaomicron	1
BtCD00339866	Bacteroides thetaiotaomicron	0
BtCD00339867	Bacteroides thetaiotaomicron	0
BtCD00339868	Bacteroides thetaiotaomicron	1
BtCD00339869	Bacteroides thetaiotaomicron	1
BtCD00339870	Bacteroides thetaiotaomicron	1
BtCD00339871	Bacteroides thetaiotaomicron	1
BtCD00339872	Bacteroides thetaiotaomicron	1
BtCD00339873	Bacteroides thetaiotaomicron	1
BhCD00339874	Bacillus halodurans	1
BhCD00339875	Bacillus halodurans	1
BhCD00339876	Bacillus halodurans	1
BhCD00339877	Bacillus halodurans	1
BhCD00339878	Bacillus halodurans	1
BhCD00339879	Bacillus halodurans	0
BhCD00339880	Bacillus halodurans	1
BhCD00339881	Bacillus halodurans	1
BhCD00339882	Bacillus halodurans	1
BhCD00339883	Bacillus halodurans	1
BhCD00339884	Bacillus halodurans	1
BhCD00339885	Bacillus halodurans	1
BhCD00339886	Bacillus halodurans	1
BhCD00339887	Bacillus halodurans	1
BhCD00339888	Bacillus halodurans	0
BhCD00339889	Bacillus halodurans	0
BhCD00339890	Bacillus halodurans	1
BhCD00339891	Bacillus halodurans	1
BhCD00339892	Bacillus halodurans	1
BhCD00339893	Bacillus halodurans	1
BhCD00339894	Bacillus halodurans	1
BhCD00339895	Bacillus halodurans	1
BhCD00339896	Bacillus halodurans	1
BhCD00339897	Bacillus halodurans	1
BhCD00339898	Bacillus halodurans	1
BhCD00339899	Bacillus halodurans	1
BfCD00339900	Bacteroides fragilis	0
BfCD00339901	Bacteroides fragilis	1
BfCD00339902	Bacteroides fragilis	1
BfCD00339903	Bacteroides fragilis	1
BfCD00339904	Bacteroides fragilis	0
BfCD00339905	Bacteroides fragilis	1
BfCD00339906	Bacteroides fragilis	1
BfCD00339907	Bacteroides fragilis	1
BfCD00339908	Bacteroides fragilis	1
BfCD00339909	Bacteroides fragilis	1
BfCD00339910	Bacteroides fragilis	0
BfCD00339911	Bacteroides fragilis	1
BfCD00339912	Bacteroides fragilis	0
BfCD00339913	Bacteroides fragilis	1
BfCD00339914	Bacteroides fragilis	1
BfCD00339915	Bacteroides fragilis	1
BfCD00339916	Bacteroides fragilis	0
BfCD00339917	Bacteroides fragilis	1
BfCD00339918	Bacteroides fragilis	1
BfCD00339919	Bacteroides fragilis	0
CjCD00339920	Campylobacter jejuni	1
MaCD00339921	Methanosarcina acetivorans	1
LpCD00339922	Lactobacillus plantarum	1
LpCD00339923	Lactobacillus plantarum	1
LpCD00339924	Lactobacillus plantarum	1
LmCD00339925	Listeria monocytogenes	1
LiCD00339926	Listeria innocua	1
LiCD00339927	Listeria innocua	1
LiCD00339928	Listeria innocua	1
LiCD00339929	Listeria innocua	1
LbCD00339930	Lactobacillus brevis	1
LbCD00339931	Lactobacillus brevis	1
LbCD00339932	Lactobacillus brevis	1
LlCD00339933	Lactococcus lactis	1
GtCD00339934	Geobacillus thermodenitrificans	1
GtCD00339935	Geobacillus thermodenitrificans	1
CpCD00339936	Colwellia psychrerythraea	0
CpCD00339937	Colwellia psychrerythraea	1
CgCD00339938	Corynebacterium glutamicum	1
BvCD00339939	Bacteroides vulgatus	1
BvCD00339940	Bacteroides vulgatus	1
BvCD00339941	Bacteroides vulgatus	1
GmCD00339952	Geobacter metallireducens	1
GmCD00339953	Geobacter metallireducens	1
AtCD00339954	Agrobacterium tumefaciens	1
AtCD00339955	Agrobacterium tumefaciens	0
ScCD00339956	Streptomyces coelicolor	1
DvCD00339957	Desulfovibrio vulgaris	1
HmCD00339958	Haloarcula marismortui	0
MjCD00339959	Methanocaldococcus jannaschii	1
LiCD00339960	Listeria innocua	1
EfCD00339961	Enterococcus faecalis	1
CpCD00339962	Clostridium perfringens	1
CdCD00339963	Corynebacterium diphtheriae	1
BhCD00339964	Bartonella henselae str. Houston-1	1
BbCD00339965	Borrelia burgdorferi	1
CjCD00339966	Campylobacter jejuni	1
VfCD00339967	Aliivibrio fischeri	1
StCD00339968	Salmonella enterica subsp. enterica serovar Typhimurium	1
SfCD00339969	Shigella flexneri	1
CdCD00339970	Clostridium difficile	1
CdCD00339971	Clostridium difficile	0
CdCD00339972	Clostridium difficile	1
CdCD00339973	Clostridium difficile	1
CdCD00339974	Clostridium difficile	1
CdCD00339975	Clostridium difficile	1
CdCD00339976	Clostridium difficile	0
CdCD00339977	Clostridium difficile	0
CdCD00339978	Clostridium difficile	1
CdCD00339979	Clostridium difficile	0
CdCD00339980	Clostridium difficile	0
CdCD00339981	Clostridium difficile	0
CdCD00339982	Clostridium difficile	0
CdCD00339983	Clostridium difficile	0
MbCD00339984	Mycobacterium bovis	1
MbCD00339985	Mycobacterium bovis	1
MbCD00339986	Mycobacterium bovis	1
MbCD00339987	Mycobacterium bovis	1
MbCD00339988	Mycobacterium bovis	1
SoCD00340003	Shewanella oneidensis	1
SoCD00340004	Shewanella oneidensis	0
SoCD00340005	Shewanella oneidensis	1
SoCD00340006	Shewanella oneidensis	1
SoCD00340007	Shewanella oneidensis	1
SoCD00340008	Shewanella oneidensis	0
SoCD00340009	Shewanella oneidensis	1
SoCD00340010	Shewanella oneidensis	0
SoCD00340011	Shewanella oneidensis	1
SoCD00340012	Shewanella oneidensis	1
SoCD00340013	Shewanella oneidensis	0
SoCD00340014	Shewanella oneidensis	1
SoCD00340015	Shewanella oneidensis	1
SoCD00340016	Shewanella oneidensis	0
SoCD00340017	Shewanella oneidensis	1
SoCD00340018	Shewanella oneidensis	1
SoCD00340019	Shewanella oneidensis	0
SoCD00340020	Shewanella oneidensis	1
SoCD00340021	Shewanella oneidensis	1
SoCD00340022	Shewanella oneidensis	1
SoCD00340023	Shewanella oneidensis	1
SoCD00340024	Shewanella oneidensis	1
SoCD00340025	Shewanella oneidensis	1
SoCD00340026	Shewanella oneidensis	0
SoCD00340027	Shewanella oneidensis	0
SoCD00340028	Shewanella oneidensis	1
SoCD00340029	Shewanella oneidensis	1
SoCD00340030	Shewanella oneidensis	1
SoCD00340031	Shewanella oneidensis	1
SoCD00340032	Shewanella oneidensis	1
SoCD00340033	Shewanella oneidensis	1
BhCD00340034	Bacillus halodurans	1
BhCD00340035	Bacillus halodurans	0
BhCD00340036	Bacillus halodurans	1
BhCD00340037	Bacillus halodurans	1
BhCD00340038	Bacillus halodurans	1
BhCD00340039	Bacillus halodurans	0
BhCD00340040	Bacillus halodurans	1
BhCD00340041	Bacillus halodurans	1
VfCD00340042	Aliivibrio fischeri	1
VcCD00340043	Vibrio cholerae	1
VcCD00340044	Vibrio cholerae	1
TaCD00340045	Thermoplasma acidophilum	1
SsCD00340046	Staphylococcus saprophyticus	1
StCD00340047	Salmonella enterica subsp. enterica serovar Typhimurium	1
SeCD00340048	Synechococcus elongatus	1
SeCD00340049	Synechococcus elongatus	1
SmCD00340050	Streptococcus mutans	1
ShCD00340051	Staphylococcus haemolyticus	1
HpCD00340052	Helicobacter pylori	0
NsCD00340053	Nostoc sp. PCC 7120	0
NsCD00340054	Nostoc sp. PCC 7120	1
NsCD00340056	Nostoc sp. PCC 7120	1
NgCD00340057	Neisseria gonorrhoeae	0
NeCD00340058	Nitrosomonas europaea	1
MmCD00340059	Methanosarcina mazei	1
MmCD00340060	Methanosarcina mazei	1
SaCD00340061	Staphylococcus aureus	1
VpCD00340062	Vibrio parahaemolyticus	1
TeCD00340063	Thermosynechococcus elongatus	1
TeCD00340064	Thermosynechococcus elongatus	1
TeCD00340065	Thermosynechococcus elongatus	1
SsCD00340066	Staphylococcus saprophyticus	1
SeCD00340067	Synechococcus elongatus	1
ShCD00340068	Staphylococcus haemolyticus	1
ShCD00340069	Staphylococcus haemolyticus	1
SsCD00340070	Synechocystis sp. PCC 6803	1
SsCD00340071	Synechocystis sp. PCC 6803	1
SsCD00340072	Synechocystis sp. PCC 6803	1
NsCD00340073	Nostoc sp. PCC 7120	1
MaCD00340074	Methanosarcina acetivorans	1
MaCD00340075	Methanosarcina acetivorans	1
LpCD00340076	Legionella pneumophila	1
LpCD00340077	Legionella pneumophila	1
LpCD00340078	Legionella pneumophila	0
LpCD00340079	Legionella pneumophila	1
CpCD00340080	Colwellia psychrerythraea	1
CpCD00340081	Colwellia psychrerythraea	0
ChCD00340082	Cytophaga hutchinsonii	1
ChCD00340083	Cytophaga hutchinsonii	1
BtCD00340084	Bacteroides thetaiotaomicron	1
BtCD00340085	Bacteroides thetaiotaomicron	1
BcCD00340086	Bacillus cereus	1
SoCD00340087	Shewanella oneidensis	1
SoCD00340088	Shewanella oneidensis	1
SoCD00340089	Shewanella oneidensis	1
SoCD00340090	Shewanella oneidensis	0
SoCD00340091	Shewanella oneidensis	1
SeCD00340092	Synechococcus elongatus	0
SeCD00340093	Synechococcus elongatus	1
SeCD00340094	Synechococcus elongatus	1
SeCD00340095	Synechococcus elongatus	0
SeCD00340096	Synechococcus elongatus	0
SeCD00340097	Synechococcus elongatus	1
SeCD00340098	Synechococcus elongatus	1
SeCD00340099	Synechococcus elongatus	1
CpCD00340100	Colwellia psychrerythraea	0
CpCD00340101	Colwellia psychrerythraea	1
CpCD00340102	Colwellia psychrerythraea	1
CpCD00340103	Colwellia psychrerythraea	1
CpCD00340104	Colwellia psychrerythraea	1
CpCD00340105	Colwellia psychrerythraea	1
CpCD00340106	Colwellia psychrerythraea	0
CpCD00340107	Colwellia psychrerythraea	1
CtCD00340108	Clostridium thermocellum	0
CtCD00340109	Clostridium thermocellum	0
CtCD00340110	Clostridium thermocellum	0
CtCD00340111	Clostridium thermocellum	0
CdCD00340112	Clostridium difficile	0
CdCD00340113	Clostridium difficile	0
XfCD00340114	Xylella fastidiosa	1
XfCD00340115	Xylella fastidiosa	1
XfCD00340116	Xylella fastidiosa	1
XfCD00340117	Xylella fastidiosa	1
XfCD00340118	Xylella fastidiosa	0
XfCD00340119	Xylella fastidiosa	1
XfCD00340120	Xylella fastidiosa	1
XfCD00340121	Xylella fastidiosa	1
TeCD00340122	Thermosynechococcus elongatus	1
SmCD00341339	Streptococcus mutans	1
ShCD00341340	Staphylococcus haemolyticus	1
ShCD00341341	Staphylococcus haemolyticus	1
ShCD00341342	Staphylococcus haemolyticus	0
ShCD00341343	Staphylococcus haemolyticus	1
TdCD00341344	Treponema denticola	0
TeCD00341345	Thermosynechococcus elongatus	1
TeCD00341346	Thermosynechococcus elongatus	1
SeCD00341347	Synechococcus elongatus	1
SeCD00341348	Synechococcus elongatus	1
VfCD00341349	Aliivibrio fischeri	1
DrCD00341350	Deinococcus radiodurans	1
ChCD00341351	Cytophaga hutchinsonii	1
ChCD00341352	Cytophaga hutchinsonii	1
ChCD00341353	Cytophaga hutchinsonii	1
SaCD00341354	Staphylococcus aureus	1
SaCD00341355	Staphylococcus aureus	1
SaCD00341356	Staphylococcus aureus	1
SaCD00341357	Staphylococcus aureus	0
MpCD00341358	Mycoplasma pneumoniae	1
PfCD00341359	Pseudomonas fluorescens	0
PsCD00341360	Pseudomonas syringae	0
ReCD00341361	Rhizobium etli	0
ReCD00341362	Rhizobium etli	0
PfCD00341363	Pyrococcus furiosus	1
PfCD00341364	Pyrococcus furiosus	0
SaCD00341365	Staphylococcus aureus	0
EcCD00341366	Escherichia coli	1
EcCD00341367	Escherichia coli	1
MsCD00341375	Methanobrevibacter smithii	1
NeCD00341376	Nitrosomonas europaea	1
NsCD00341377	Nostoc sp. PCC 7120	1
NgCD00341378	Neisseria gonorrhoeae	1
NeCD00341379	Nitrosomonas europaea	1
NeCD00341380	Nitrosomonas europaea	0
AsCD00341381	Archaeoglobus fulgidus	1
VpCD00341382	Vibrio parahaemolyticus	1
LpCD00341384	Legionella pneumophila	1
LpCD00341385	Lactobacillus plantarum	1
MsCD00341390	Mycobacterium smegmatis	1
MlCD00341391	Mesorhizobium loti	1
McCD00341392	Methylococcus capsulatus str. Bath	1
HsCD00341393	Halobacterium sp. NRC-1	0
HmCD00341394	Haloarcula marismortui	1
HmCD00341395	Haloarcula marismortui	1
HmCD00341396	Haloarcula marismortui	1
GmCD00341397	Geobacter metallireducens	0
CvCD00341398	Chromobacterium violaceum	1
XaCD00341399	Xanthomonas axonopodis	1
BsCD00341410	Bacillus subtilis	1
BsCD00341411	Bacillus subtilis	1
SpCD00341412	Streptococcus pneumoniae	1
PmCD00341413	Pyrococcus horikoshii	1
XfCD00341414	Xylella fastidiosa	0
XfCD00341415	Xylella fastidiosa	1
WsCD00341416	Wolinella succinogenes	0
WsCD00341417	Wolinella succinogenes	0
WsCD00341418	Wolinella succinogenes	1
WsCD00341419	Wolinella succinogenes	1
WsCD00341420	Wolinella succinogenes	0
WsCD00341421	Wolinella succinogenes	1
WsCD00341422	Wolinella succinogenes	0
WsCD00341423	Wolinella succinogenes	0
TeCD00341424	Thermosynechococcus elongatus	1
TeCD00341425	Thermosynechococcus elongatus	1
TeCD00341426	Thermosynechococcus elongatus	1
TeCD00341427	Thermosynechococcus elongatus	0
TeCD00341428	Thermosynechococcus elongatus	0
TeCD00341429	Thermosynechococcus elongatus	1
SeCD00341430	Synechococcus elongatus	1
SeCD00341431	Synechococcus elongatus	0
SeCD00341432	Synechococcus elongatus	1
SeCD00341433	Synechococcus elongatus	0
SeCD00341434	Synechococcus elongatus	0
SeCD00341435	Synechococcus elongatus	1
SeCD00341436	Synechococcus elongatus	1
SeCD00341437	Synechococcus elongatus	1
SeCD00341438	Synechococcus elongatus	1
SeCD00341439	Synechococcus elongatus	1
ClCD00341440	Clostridium leptum	1
ClCD00341441	Clostridium leptum	1
ClCD00341442	Clostridium leptum	1
ClCD00341443	Clostridium leptum	1
ClCD00341444	Clostridium leptum	1
ClCD00341445	Clostridium leptum	1
ClCD00341446	Clostridium leptum	1
ClCD00341447	Clostridium leptum	1
MmCD00342509	Methanosarcina mazei	1
MmCD00342510	Methanosarcina mazei	1
MmCD00342511	Methanosarcina mazei	1
MmCD00342512	Methanosarcina mazei	1
MmCD00342513	Methanosarcina mazei	1
MmCD00342514	Methanosarcina mazei	0
MmCD00342515	Methanosarcina mazei	1
MmCD00342516	Methanosarcina mazei	1
MmCD00342517	Methanosarcina mazei	1
MmCD00342518	Methanosarcina mazei	1
MmCD00342519	Methanosarcina mazei	1
MmCD00342520	Methanosarcina mazei	1
MmCD00342521	Methanosarcina mazei	1
MmCD00342522	Methanosarcina mazei	1
MmCD00342523	Methanosarcina mazei	1
EfCD00342524	Enterococcus faecalis	1
EfCD00342525	Enterococcus faecalis	1
EfCD00342526	Enterococcus faecalis	1
EfCD00342527	Enterococcus faecalis	1
EfCD00342528	Enterococcus faecalis	1
EfCD00342529	Enterococcus faecalis	1
EfCD00342530	Enterococcus faecalis	1
EfCD00342531	Enterococcus faecalis	1
EfCD00342532	Enterococcus faecalis	1
EfCD00342533	Enterococcus faecalis	1
EfCD00342534	Enterococcus faecalis	1
EfCD00342535	Enterococcus faecalis	1
EfCD00342536	Enterococcus faecalis	1
EfCD00342537	Enterococcus faecalis	1
EfCD00342538	Enterococcus faecalis	1
EfCD00342539	Enterococcus faecalis	1
PfCD00342540	Pyrococcus furiosus	0
PfCD00342541	Pyrococcus furiosus	0
PfCD00342542	Pyrococcus furiosus	1
PfCD00342543	Pyrococcus furiosus	0
PfCD00342544	Pyrococcus furiosus	1
EcCD00342545	Escherichia coli	0
EcCD00342546	Escherichia coli	1
EcCD00342547	Escherichia coli	0
EcCD00342548	Escherichia coli	1
SaCD00342549	Staphylococcus aureus	1
SaCD00342550	Staphylococcus aureus	1
SaCD00342551	Staphylococcus aureus	1
SaCD00342552	Staphylococcus aureus	0
SaCD00342553	Staphylococcus aureus	1
SaCD00342554	Staphylococcus aureus	1
SaCD00342555	Staphylococcus aureus	1
SaCD00342556	Staphylococcus aureus	1
SaCD00342557	Staphylococcus aureus	1
SaCD00342558	Staphylococcus aureus	1
SaCD00342559	Staphylococcus aureus	1
SaCD00342560	Staphylococcus aureus	1
SaCD00342561	Staphylococcus aureus	1
SaCD00342562	Staphylococcus aureus	1
SaCD00342563	Staphylococcus aureus	0
SaCD00342564	Staphylococcus aureus	1
SaCD00342565	Staphylococcus aureus	0
TmCD00342566	Thermotoga maritima	0
TmCD00342567	Thermotoga maritima	1
TmCD00342568	Thermotoga maritima	1
TmCD00342569	Thermotoga maritima	0
BsCD00342570	Bacillus subtilis	0
BsCD00342571	Bacillus subtilis	0
BsCD00342572	Bacillus subtilis	0
BsCD00342573	Bacillus subtilis	1
BsCD00342574	Bacillus subtilis	1
BsCD00342575	Bacillus subtilis	0
VpCD00342576	Vibrio parahaemolyticus	1
VpCD00342577	Vibrio parahaemolyticus	1
VpCD00342578	Vibrio parahaemolyticus	1
VpCD00342579	Vibrio parahaemolyticus	1
VpCD00342580	Vibrio parahaemolyticus	1
VpCD00342581	Vibrio parahaemolyticus	1
VpCD00342582	Vibrio parahaemolyticus	1
BsCD00342583	Bacillus subtilis	0
PfCD00342584	Pyrococcus furiosus	1
PfCD00342585	Pyrococcus furiosus	1
PfCD00342586	Pyrococcus furiosus	0
PfCD00342587	Pyrococcus furiosus	0
MmCD00342588	Methanococcus maripaludis	1
