Accession	Species	Class
BtCD00585589	Bacillus thuringiensis	1
HpCD00585590	Helicobacter pylori	1
SpCD00585591	Streptococcus pneumoniae	1
PgCD00585592	Porphyromonas gingivalis	1
WsCD00585593	Wolinella succinogenes	1
WsCD00585594	Wolinella succinogenes	1
WsCD00585595	Wolinella succinogenes	1
WsCD00585596	Wolinella succinogenes	1
WsCD00585597	Wolinella succinogenes	1
WsCD00585598	Wolinella succinogenes	1
GmCD00586110	Geobacter metallireducens	0
SaCD00588638	Streptococcus agalactiae	0
SaCD00588639	Streptococcus agalactiae	1
SaCD00588640	Streptococcus agalactiae	1
PpCD00588641	Pediococcus pentosaceus	0
PpCD00588642	Pediococcus pentosaceus	0
PpCD00588643	Pediococcus pentosaceus	1
PpCD00588644	Pediococcus pentosaceus	1
PpCD00588645	Pediococcus pentosaceus	1
PpCD00588646	Pediococcus pentosaceus	0
PpCD00588647	Pediococcus pentosaceus	1
PpCD00588648	Pediococcus pentosaceus	1
PpCD00588649	Pediococcus pentosaceus	1
PpCD00588650	Pediococcus pentosaceus	1
PpCD00588651	Pediococcus pentosaceus	0
PpCD00588652	Pediococcus pentosaceus	1
PpCD00588653	Pediococcus pentosaceus	1
PpCD00588654	Pediococcus pentosaceus	1
PpCD00588655	Pediococcus pentosaceus	1
PpCD00588656	Pediococcus pentosaceus	1
PpCD00588657	Pediococcus pentosaceus	1
PpCD00588658	Pediococcus pentosaceus	1
PpCD00588659	Pediococcus pentosaceus	1
PpCD00588660	Pediococcus pentosaceus	1
PpCD00588661	Pediococcus pentosaceus	1
PgCD00588662	Porphyromonas gingivalis	1
PgCD00588663	Porphyromonas gingivalis	1
NsCD00588664	Nostoc sp.	1
NsCD00588665	Nostoc sp.	1
NsCD00588666	Nostoc sp.	1
NsCD00588667	Nostoc sp.	1
NsCD00588668	Nostoc sp.	1
NsCD00588669	Nostoc sp.	1
NsCD00588670	Nostoc sp.	1
NsCD00588671	Nostoc sp.	1
NsCD00588672	Nostoc sp.	1
NsCD00588673	Nostoc sp.	1
NsCD00588674	Nostoc sp.	1
NsCD00588675	Nostoc sp.	1
NsCD00588676	Nostoc sp.	1
NsCD00588677	Nostoc sp.	1
NsCD00588678	Nostoc sp.	1
NsCD00588679	Nostoc sp.	1
VpCD00588985	Vibrio parahaemolyticus	1
VfCD00588986	Vibrio fischeri	1
SsCD00588987	Staphylococcus saprophyticus	1
SsCD00588988	Sulfolobus solfataricus	0
SsCD00588989	Sulfolobus solfataricus	0
SsCD00588990	Sulfolobus solfataricus	1
SsCD00588991	Sulfolobus solfataricus	1
SsCD00588992	Sulfolobus solfataricus	1
SsCD00588993	Sulfolobus solfataricus	1
SsCD00588994	Sulfolobus solfataricus	1
SsCD00588995	Sulfolobus solfataricus	1
SsCD00588996	Sulfolobus solfataricus	1
SsCD00588997	Sulfolobus solfataricus	1
SsCD00588998	Sulfolobus solfataricus	1
SsCD00588999	Synechococcus sp.	1
MaCD00589054	Methanosarcina acetivorans	1
MaCD00589055	Methanosarcina acetivorans	1
MaCD00589056	Methanosarcina acetivorans	1
MaCD00589057	Methanosarcina acetivorans	1
MaCD00589058	Methanosarcina acetivorans	1
MaCD00589059	Methanosarcina acetivorans	0
MjCD00589060	Methanocaldococcus jannaschii	0
MjCD00589061	Methanocaldococcus jannaschii	1
MjCD00589062	Methanocaldococcus jannaschii	0
MjCD00589063	Methanocaldococcus jannaschii	1
XfCD00589064	Xylella fastidiosa	1
XfCD00589065	Xylella fastidiosa	1
XfCD00589066	Xylella fastidiosa	1
StCD00589067	Streptococcus thermophilus	1
StCD00589068	Streptococcus thermophilus	1
StCD00589069	Streptococcus thermophilus	1
PfCD00589071	Pyrococcus furiosus	1
PgCD00589072	Porphyromonas gingivalis	0
PgCD00589073	Porphyromonas gingivalis	1
NpCD00589074	Neisseria meningitidis	1
MmCD00589075	Methanococcus maripaludis	1
BpCD00589302	Bordetella pertussis	1
BpCD00589303	Bordetella pertussis	1
BpCD00589304	Bordetella pertussis	1
AtCD00589305	Agrobacterium tumefaciens	0
AtCD00589306	Agrobacterium tumefaciens	0
AtCD00589307	Agrobacterium tumefaciens	0
AtCD00589308	Agrobacterium tumefaciens	1
AtCD00589309	Agrobacterium tumefaciens	1
AtCD00589310	Agrobacterium tumefaciens	1
AtCD00589311	Agrobacterium tumefaciens	1
AtCD00589312	Agrobacterium tumefaciens	1
AtCD00589313	Agrobacterium tumefaciens	1
AtCD00589314	Agrobacterium tumefaciens	0
AtCD00589315	Agrobacterium tumefaciens	0
AtCD00589316	Agrobacterium tumefaciens	1
AtCD00589317	Agrobacterium tumefaciens	1
AtCD00589318	Agrobacterium tumefaciens	1
AtCD00589319	Agrobacterium tumefaciens	0
AtCD00589320	Agrobacterium tumefaciens	1
AtCD00589321	Agrobacterium tumefaciens	0
AtCD00589322	Agrobacterium tumefaciens	1
AtCD00589323	Agrobacterium tumefaciens	0
AtCD00589324	Agrobacterium tumefaciens	1
AtCD00589325	Agrobacterium tumefaciens	0
AtCD00589326	Agrobacterium tumefaciens	1
AtCD00589328	Agrobacterium tumefaciens	1
AtCD00589329	Agrobacterium tumefaciens	1
AtCD00589330	Agrobacterium tumefaciens	1
AtCD00589331	Agrobacterium tumefaciens	1
AtCD00589332	Agrobacterium tumefaciens	1
AtCD00589333	Agrobacterium tumefaciens	1
AtCD00589334	Agrobacterium tumefaciens	1
AtCD00589335	Agrobacterium tumefaciens	0
AtCD00589336	Agrobacterium tumefaciens	1
AtCD00589337	Agrobacterium tumefaciens	1
AtCD00589338	Agrobacterium tumefaciens	0
PmCD00589497	Pyrococcus horikoshii	1
PmCD00589498	Pyrococcus horikoshii	1
PmCD00589499	Pyrococcus horikoshii	0
PmCD00589500	Pyrococcus horikoshii	0
PmCD00589501	Pyrococcus horikoshii	0
PmCD00589502	Pyrococcus horikoshii	0
PmCD00589503	Pyrococcus horikoshii	0
LlCD00589504	Lactococcus lactis	0
LlCD00589505	Lactococcus lactis	0
LlCD00589506	Lactococcus lactis	0
LlCD00589507	Lactococcus lactis	0
LlCD00589508	Lactococcus lactis	1
LlCD00589509	Lactococcus lactis	0
LlCD00589510	Lactococcus lactis	0
LlCD00589511	Lactococcus lactis	1
LlCD00589512	Lactococcus lactis	1
LlCD00589513	Lactococcus lactis	1
LlCD00589514	Lactococcus lactis	1
LlCD00589515	Lactococcus lactis	1
LlCD00589516	Lactococcus lactis	1
LlCD00589517	Lactococcus lactis	1
LlCD00589518	Lactococcus lactis	1
LlCD00589519	Lactococcus lactis	1
LlCD00589520	Lactococcus lactis	1
LlCD00589521	Lactococcus lactis	1
LlCD00589522	Lactococcus lactis	1
LaCD00589523	Lactobacillus acidophilus	1
LaCD00589524	Lactobacillus acidophilus	1
LaCD00589525	Lactobacillus acidophilus	0
CsCD00590115	Clostridium scindens	1
PsCD00590116	Pseudomonas syringae	1
PfCD00590117	Pseudomonas fluorescens	0
PgCD00590118	Porphyromonas gingivalis	1
PgCD00590119	Porphyromonas gingivalis	1
PfCD00590120	Pyrococcus furiosus	1
PfCD00590121	Pyrococcus furiosus	1
PfCD00590122	Pyrococcus furiosus	1
PfCD00590123	Pyrococcus furiosus	1
PfCD00590124	Pyrococcus furiosus	1
PfCD00590125	Pyrococcus furiosus	1
PfCD00590126	Pyrococcus furiosus	1
PfCD00590127	Pyrococcus furiosus	1
PfCD00590128	Pyrococcus furiosus	1
NsCD00590129	Nostoc sp.	1
NsCD00590130	Nostoc sp.	1
MaCD00590131	Marinobacter aquaeolei	1
MaCD00590132	Marinobacter aquaeolei	1
MpCD00590133	Mycoplasma pneumoniae	1
LpCD00590134	Lactobacillus plantarum	1
LpCD00590135	Lactobacillus plantarum	1
LcCD00590136	Lactobacillus casei	1
LcCD00590137	Lactobacillus casei	0
LcCD00590138	Lactobacillus casei	1
LcCD00590139	Lactobacillus casei	1
HsCD00590140	Halobacterium salinarum	0
HsCD00590141	Halobacterium salinarum	1
SpCD00590142	Streptococcus pyogenes	1
CaCD00590143	Clostridium acetobutylicum	1
CaCD00590144	Clostridium acetobutylicum	1
CaCD00590145	Clostridium acetobutylicum	1
CaCD00590146	Clostridium acetobutylicum	1
SxCD00590148	Synechocystis sp.	1
SxCD00590149	Synechocystis sp.	1
SxCD00590150	Synechocystis sp.	1
SxCD00590151	Synechocystis sp.	1
SxCD00590152	Synechocystis sp.	1
SxCD00590153	Synechocystis sp.	1
SxCD00590154	Synechocystis sp.	1
SxCD00590155	Synechocystis sp.	1
SxCD00590156	Synechocystis sp.	1
SxCD00590157	Synechocystis sp.	1
SxCD00590158	Synechocystis sp.	1
SxCD00590159	Synechocystis sp.	1
SxCD00590160	Synechocystis sp.	1
SxCD00590161	Synechocystis sp.	1
SxCD00590162	Synechocystis sp.	0
SxCD00590163	Synechocystis sp.	1
SxCD00590164	Synechocystis sp.	0
SxCD00590165	Synechocystis sp.	0
SxCD00590166	Synechocystis sp.	1
SfCD00590167	Shigella flexneri	1
SfCD00590168	Shigella flexneri	1
SfCD00590169	Shigella flexneri	1
SfCD00590170	Shigella flexneri	1
SfCD00590171	Shigella flexneri	1
SfCD00590172	Shigella flexneri	1
SfCD00590173	Shigella flexneri	1
SeCD00590174	Staphylococcus epidermidis	1
SeCD00590175	Staphylococcus epidermidis	1
SeCD00590176	Staphylococcus epidermidis	0
SeCD00590177	Staphylococcus epidermidis	1
SeCD00590178	Staphylococcus epidermidis	1
SeCD00590179	Staphylococcus epidermidis	1
SeCD00590180	Staphylococcus epidermidis	1
SeCD00590181	Staphylococcus epidermidis	0
SeCD00590182	Staphylococcus epidermidis	1
SeCD00590183	Staphylococcus epidermidis	1
SeCD00590184	Staphylococcus epidermidis	1
SeCD00590185	Staphylococcus epidermidis	1
SaCD00590186	Streptococcus agalactiae	1
SaCD00590187	Streptococcus agalactiae	1
SaCD00590188	Streptococcus agalactiae	0
SaCD00590189	Streptococcus agalactiae	1
SaCD00590190	Streptococcus agalactiae	1
SaCD00590191	Streptococcus agalactiae	1
SaCD00590192	Streptococcus agalactiae	1
SaCD00590193	Streptococcus agalactiae	1
SeCD00590194	Staphylococcus epidermidis	1
SfCD00590195	Shigella flexneri	0
SfCD00590196	Shigella flexneri	1
BsCD00590197	Bacillus subtilis	1
BsCD00590198	Bacillus subtilis	1
MmCD00590199	Methanosarcina mazei	1
MmCD00590200	Methanosarcina mazei	1
MmCD00590201	Methanosarcina mazei	1
AsCD00590202	Archaeoglobus fulgidus	1
AsCD00590203	Archaeoglobus fulgidus	1
AsCD00590205	Archaeoglobus fulgidus	1
AsCD00590206	Archaeoglobus fulgidus	1
AsCD00590207	Archaeoglobus fulgidus	1
AsCD00590208	Archaeoglobus fulgidus	1
EcCD00590209	Escherichia coli	1
EcCD00590210	Escherichia coli	1
CtCD00590211	Chlorobium tepidum	1
CtCD00590212	Chlorobium tepidum	1
BtCD00590213	Bacteroides thetaiotaomicron	1
BtCD00590214	Bacteroides thetaiotaomicron	1
BtCD00590281	Bacteroides thetaiotaomicron	0
MmCD00590282	Methanococcus maripaludis	1
NsCD00590283	Nostoc sp.	1
NsCD00590284	Nostoc sp.	1
NsCD00590285	Nostoc sp.	1
PgCD00590286	Porphyromonas gingivalis	1
OoCD00590287	Oenococcus oeni	1
OoCD00590288	Oenococcus oeni	1
OoCD00590289	Oenococcus oeni	1
PvCD00590290	Proteus vulgaris	1
PpCD00590291	Pediococcus pentosaceus	1
PpCD00590292	Pediococcus pentosaceus	1
PpCD00590293	Pediococcus pentosaceus	1
PpCD00590294	Pediococcus pentosaceus	0
PpCD00590295	Pediococcus pentosaceus	1
PpCD00590296	Pediococcus pentosaceus	0
ClCD00590297	Clostridium leptum	1
ClCD00590298	Clostridium leptum	1
ClCD00590299	Clostridium leptum	1
ClCD00590300	Clostridium leptum	1
ClCD00590301	Clostridium leptum	1
ClCD00590302	Clostridium leptum	1
ClCD00590303	Clostridium leptum	1
ClCD00590304	Clostridium leptum	0
ClCD00590305	Clostridium leptum	1
ClCD00590306	Clostridium leptum	1
SpCD00590307	Streptococcus pneumoniae	1
HiCD00590308	Haemophilus influenzae	1
HiCD00590309	Haemophilus influenzae	1
BtCD00590310	Bacteroides thetaiotaomicron	1
BtCD00590311	Bacteroides thetaiotaomicron	1
EfCD00590312	Enterococcus faecalis	1
EfCD00590313	Enterococcus faecalis	1
SrCD00590314	Salinibacter ruber	1
SrCD00590315	Salinibacter ruber	1
ApCD00590316	Aeropyrum pernix	0
ApCD00590317	Aeropyrum pernix	1
ApCD00590318	Aeropyrum pernix	1
ApCD00590319	Aeropyrum pernix	1
ApCD00590320	Aeropyrum pernix	1
SsCD00590321	Staphylococcus saprophyticus	1
SsCD00590322	Staphylococcus saprophyticus	1
ShCD00590323	Staphylococcus haemolyticus	1
ShCD00590324	Staphylococcus haemolyticus	1
ScCD00590325	Streptomyces coelicolor	1
RfCD00590326	Rhodobacter sphaeroides	1
XfCD00590327	Xylella fastidiosa	1
TmCD00590328	Thermotoga maritima	1
VpCD00590329	Vibrio parahaemolyticus	1
VpCD00590330	Vibrio parahaemolyticus	1
VpCD00590331	Vibrio parahaemolyticus	1
VpCD00590332	Vibrio parahaemolyticus	1
VfCD00590333	Vibrio fischeri	1
StCD00590334	Salmonella typhimurium	1
StCD00590335	Salmonella typhimurium	1
StCD00590336	Salmonella typhimurium	1
StCD00590337	Salmonella typhimurium	1
StCD00590338	Salmonella typhimurium	1
SoCD00590339	Shewanella oneidensis	1
SoCD00590340	Shewanella oneidensis	1
SpCD00590341	Silicibacter pomeroyi	1
SpCD00590342	Silicibacter pomeroyi	1
SpCD00590343	Silicibacter pomeroyi	1
SfCD00590344	Shigella flexneri	1
SfCD00590345	Shigella flexneri	1
SfCD00590346	Shigella flexneri	1
SeCD00590477	Staphylococcus epidermidis	1
PpCD00590478	Pediococcus pentosaceus	1
PgCD00590479	Porphyromonas gingivalis	1
NsCD00590480	Nostoc sp.	0
NsCD00590481	Nostoc sp.	1
NsCD00590482	Nostoc sp.	1
NsCD00590483	Nostoc sp.	1
NsCD00590484	Nostoc sp.	0
NsCD00590485	Nostoc sp.	0
NmCD00590486	Nitrosospira multiformis	1
NmCD00590487	Nitrosospira multiformis	1
NmCD00590488	Nitrosospira multiformis	1
NmCD00590489	Nitrosospira multiformis	1
LpCD00590490	Lactobacillus plantarum	1
LpCD00590491	Lactobacillus plantarum	1
LpCD00590492	Lactobacillus plantarum	1
LpCD00590493	Lactobacillus plantarum	1
LpCD00590494	Legionella pneumophila	1
ChCD00590495	Cytophaga hutchinsonii	1
ChCD00590496	Cytophaga hutchinsonii	1
ChCD00590497	Cytophaga hutchinsonii	1
ChCD00590498	Cytophaga hutchinsonii	1
ChCD00590499	Cytophaga hutchinsonii	1
SaCD00590532	Staphylococcus aureus	1
SaCD00590533	Staphylococcus aureus	0
VfCD00590534	Vibrio fischeri	0
VpCD00590535	Vibrio parahaemolyticus	1
BfCD00590536	Bacteroides fragilis	1
BfCD00590537	Bacteroides fragilis	1
StCD00590538	Streptococcus thermophilus	1
StCD00590539	Streptococcus thermophilus	1
StCD00590540	Streptococcus thermophilus	1
CsCD00590909	Clostridium scindens	1
MaCD00590945	Marinobacter aquaeolei	0
MaCD00590946	Marinobacter aquaeolei	0
MaCD00590947	Marinobacter aquaeolei	0
MaCD00590948	Marinobacter aquaeolei	0
MaCD00590949	Marinobacter aquaeolei	0
MaCD00590950	Marinobacter aquaeolei	0
MlCD00590951	Mesorhizobium loti	0
MlCD00590952	Mesorhizobium loti	1
MlCD00590953	Mesorhizobium loti	0
MlCD00590954	Mesorhizobium loti	0
MlCD00590955	Mesorhizobium loti	1
MlCD00590956	Mesorhizobium loti	0
MlCD00590957	Mesorhizobium loti	0
MlCD00590958	Mesorhizobium loti	0
SpCD00590959	Silicibacter pomeroyi	1
SpCD00590960	Silicibacter pomeroyi	1
SpCD00590961	Silicibacter pomeroyi	1
SpCD00590962	Silicibacter pomeroyi	1
SpCD00590963	Silicibacter pomeroyi	1
SpCD00590964	Silicibacter pomeroyi	1
RfCD00590965	Rhodobacter sphaeroides	1
RfCD00590966	Rhodobacter sphaeroides	0
RfCD00590967	Rhodobacter sphaeroides	0
RfCD00590968	Rhodobacter sphaeroides	1
RfCD00590969	Rhodobacter sphaeroides	1
RfCD00590970	Rhodobacter sphaeroides	0
RfCD00590971	Rhodobacter sphaeroides	1
ScCD00590972	Streptomyces coelicolor	0
ScCD00590973	Streptomyces coelicolor	0
PsCD00590974	Pseudomonas syringae	1
PsCD00590975	Pseudomonas syringae	1
PsCD00590976	Pseudomonas syringae	1
PsCD00590977	Pseudomonas syringae	1
PsCD00590978	Pseudomonas syringae	1
PsCD00590979	Pseudomonas syringae	1
PsCD00590980	Pseudomonas syringae	1
PsCD00590981	Pseudomonas syringae	1
PsCD00590982	Pseudomonas syringae	1
PsCD00590983	Pseudomonas syringae	1
PfCD00590984	Pseudomonas fluorescens	1
PfCD00590985	Pseudomonas fluorescens	1
PfCD00590986	Pseudomonas fluorescens	1
PfCD00590987	Pseudomonas fluorescens	1
PfCD00590988	Pseudomonas fluorescens	1
PfCD00590989	Pseudomonas fluorescens	0
PfCD00591043	Pseudomonas fluorescens	0
YsCD00591076	Yersinia pseudotuberculosis	1
YeCD00591077	Yersinia enterocolitica	1
YsCD00591078	Yersinia pseudotuberculosis	1
YsCD00591079	Yersinia pseudotuberculosis	1
SsCD00591080	Synechocystis sp. PCC 6803	1
SsCD00591081	Synechocystis sp. PCC 6803	0
SsCD00591082	Synechocystis sp. PCC 6803	1
SsCD00591083	Synechocystis sp. PCC 6803	0
SsCD00591084	Synechocystis sp. PCC 6803	1
SsCD00591085	Synechocystis sp. PCC 6803	0
SsCD00591086	Synechocystis sp. PCC 6803	1
SsCD00591087	Synechocystis sp. PCC 6803	1
SsCD00591088	Synechocystis sp. PCC 6803	1
SsCD00591089	Synechocystis sp. PCC 6803	1
SsCD00591090	Synechocystis sp. PCC 6803	1
SaCD00591091	Streptococcus agalactiae	0
SaCD00591092	Streptococcus agalactiae	1
PfCD00591093	Pyrococcus furiosus	1
PfCD00591094	Pyrococcus furiosus	1
PfCD00591095	Pyrococcus furiosus	1
PfCD00591096	Pyrococcus furiosus	1
PfCD00591097	Pyrococcus furiosus	1
PfCD00591098	Pyrococcus furiosus	1
OoCD00591099	Oenococcus oeni	1
NsCD00591100	Nostoc sp. PCC 7120	0
NsCD00591101	Nostoc sp. PCC 7120	0
NsCD00591102	Nostoc sp. PCC 7120	0
NsCD00591103	Nostoc sp. PCC 7120	0
HdCD00591104	Haemophilus ducreyi	1
HdCD00591105	Haemophilus ducreyi	1
AsCD00591106	Archaeoglobus fulgidus	1
AsCD00591107	Archaeoglobus fulgidus	1
AsCD00591108	Archaeoglobus fulgidus	1
AsCD00591109	Archaeoglobus fulgidus	1
AsCD00591110	Archaeoglobus fulgidus	1
AsCD00591111	Archaeoglobus fulgidus	1
AsCD00591112	Archaeoglobus fulgidus	1
AsCD00591113	Archaeoglobus fulgidus	1
AsCD00591114	Archaeoglobus fulgidus	1
AsCD00591115	Archaeoglobus fulgidus	1
MmCD00591116	Methanosarcina mazei	0
MmCD00591117	Methanosarcina mazei	0
MmCD00591118	Methanosarcina mazei	0
MmCD00591119	Methanosarcina mazei	1
MmCD00591120	Methanosarcina mazei	0
CtCD00591121	Clostridium thermocellum	1
CtCD00591122	Clostridium thermocellum	1
CtCD00591123	Clostridium thermocellum	1
CtCD00591124	Clostridium thermocellum	0
CtCD00591125	Clostridium thermocellum	0
CtCD00591126	Clostridium thermocellum	1
CsCD00591127	Caldicellulosiruptor saccharolyticus	1
ChCD00591128	Cytophaga hutchinsonii	1
ChCD00591129	Cytophaga hutchinsonii	1
CgCD00591130	Corynebacterium glutamicum	1
CgCD00591131	Corynebacterium glutamicum	0
CgCD00591132	Corynebacterium glutamicum	1
CgCD00591133	Corynebacterium glutamicum	1
CgCD00591134	Corynebacterium glutamicum	0
CgCD00591135	Corynebacterium glutamicum	1
CgCD00591136	Corynebacterium glutamicum	0
CgCD00591137	Corynebacterium glutamicum	1
CgCD00591138	Corynebacterium glutamicum	1
CgCD00591139	Corynebacterium glutamicum	1
CgCD00591140	Corynebacterium glutamicum	1
CgCD00591141	Corynebacterium glutamicum	1
CgCD00591142	Corynebacterium glutamicum	0
CgCD00591143	Corynebacterium glutamicum	1
CgCD00591144	Corynebacterium glutamicum	1
CgCD00591145	Corynebacterium glutamicum	1
CgCD00591146	Corynebacterium glutamicum	1
CdCD00591147	Clostridium difficile	0
CdCD00591148	Clostridium difficile	1
CdCD00591149	Clostridium difficile	1
CdCD00591150	Clostridium difficile	0
CdCD00591151	Clostridium difficile	0
CdCD00591152	Clostridium difficile	0
PpCD00591153	Pseudomonas putida	0
PpCD00591154	Pseudomonas putida	1
PpCD00591155	Pseudomonas putida	1
PpCD00591156	Pseudomonas putida	0
PpCD00591157	Pseudomonas putida	0
PpCD00591158	Pseudomonas putida	0
PpCD00591159	Pseudomonas putida	0
PpCD00591160	Pseudomonas putida	0
PpCD00591161	Pseudomonas putida	0
PpCD00591162	Pseudomonas putida	1
PpCD00591163	Pseudomonas putida	0
PpCD00591164	Pseudomonas putida	1
PpCD00591165	Pseudomonas putida	1
PpCD00591166	Pseudomonas putida	0
PpCD00591167	Pseudomonas putida	1
PpCD00591168	Pseudomonas putida	0
PpCD00591169	Pseudomonas putida	0
PfCD00591170	Pseudomonas fluorescens	0
PfCD00591171	Pseudomonas fluorescens	0
PfCD00591172	Pseudomonas fluorescens	0
PfCD00591173	Pseudomonas fluorescens	1
BpCD00591174	Bordetella parapertussis	1
BpCD00591175	Bordetella parapertussis	0
BpCD00591176	Bordetella parapertussis	1
BpCD00591177	Bordetella parapertussis	0
BpCD00591178	Bordetella parapertussis	0
BpCD00591179	Bordetella parapertussis	0
BpCD00591180	Bordetella parapertussis	0
PmCD00591181	Pyrococcus horikoshii	1
PmCD00591182	Pyrococcus horikoshii	1
TeCD00591183	Thermosynechococcus elongatus	1
TeCD00591184	Thermosynechococcus elongatus	0
TeCD00591185	Thermosynechococcus elongatus	1
RgCD00591186	Ruminococcus gnavus	1
RgCD00591187	Ruminococcus gnavus	1
RgCD00591188	Ruminococcus gnavus	0
RgCD00591189	Ruminococcus gnavus	1
RgCD00591190	Ruminococcus gnavus	1
RgCD00591191	Ruminococcus gnavus	1
RgCD00591192	Ruminococcus gnavus	1
RgCD00591193	Ruminococcus gnavus	1
RgCD00591194	Ruminococcus gnavus	1
RgCD00591195	Ruminococcus gnavus	1
RgCD00591196	Ruminococcus gnavus	1
MsCD00591197	Mycobacterium smegmatis	1
MsCD00591198	Mycobacterium smegmatis	0
MsCD00591199	Mycobacterium smegmatis	0
MsCD00591200	Mycobacterium smegmatis	1
MsCD00591201	Mycobacterium smegmatis	1
McCD00591202	Methylococcus capsulatus str. Bath	1
McCD00591203	Methylococcus capsulatus str. Bath	1
McCD00591204	Methylococcus capsulatus str. Bath	1
MbCD00591205	Mycobacterium bovis	0
MbCD00591206	Mycobacterium bovis	1
MbCD00591207	Mycobacterium bovis	1
MbCD00591208	Mycobacterium bovis	1
MbCD00591209	Mycobacterium bovis	1
MbCD00591210	Mycobacterium bovis	1
MbCD00591211	Mycobacterium bovis	0
MbCD00591212	Mycobacterium bovis	1
MbCD00591213	Mycobacterium bovis	0
PsCD00591225	Pseudomonas syringae	1
PsCD00591226	Pseudomonas syringae	1
PsCD00591227	Pseudomonas syringae	1
PsCD00591228	Pseudomonas syringae	1
PsCD00591229	Pseudomonas syringae	1
PsCD00591230	Pseudomonas syringae	1
PpCD00591231	Pseudomonas putida	1
PaCD00591232	Pseudomonas aeruginosa	0
PaCD00591233	Pseudomonas aeruginosa	0
PaCD00591234	Pseudomonas aeruginosa	0
PaCD00591235	Pseudomonas aeruginosa	0
NpCD00591236	Natronomonas pharaonis DSM 2160	0
NaCD00591237	Novosphingobium aromaticivorans	0
TmCD00591238	Thermotoga maritima	0
TmCD00591239	Thermotoga maritima	0
TmCD00591240	Thermotoga maritima	0
TmCD00591241	Thermotoga maritima	0
TmCD00591242	Thermotoga maritima	0
TmCD00591243	Thermotoga maritima	0
TmCD00591244	Thermotoga maritima	0
VcCD00591245	Vibrio cholerae	1
VcCD00591246	Vibrio cholerae	0
VcCD00591247	Vibrio cholerae	0
VfCD00591248	Vibrio fischeri	1
VfCD00591249	Vibrio fischeri	1
VfCD00591250	Vibrio fischeri	1
VfCD00591251	Vibrio fischeri	1
VfCD00591252	Vibrio fischeri	1
VfCD00591253	Vibrio fischeri	1
VfCD00591254	Vibrio fischeri	1
VfCD00591255	Vibrio fischeri	1
NpCD00591256	Neisseria meningitidis	0
MmCD00591257	Methanosarcina mazei	1
MmCD00591258	Methanosarcina mazei	1
MmCD00591259	Methanosarcina mazei	1
MmCD00591260	Methanosarcina mazei	1
MmCD00591261	Methanosarcina mazei	1
MmCD00591262	Methanosarcina mazei	1
MmCD00591263	Methanosarcina mazei	1
ScCD00591264	Streptomyces coelicolor	0
ScCD00591265	Streptomyces coelicolor	0
NpCD00591266	Neisseria meningitidis	1
LpCD00591267	Lactobacillus plantarum	0
LpCD00591268	Lactobacillus plantarum	1
LpCD00591269	Lactobacillus plantarum	1
TeCD00591270	Thermosynechococcus elongatus	1
TdCD00591271	Treponema denticola	1
SsCD00591272	Staphylococcus saprophyticus	1
SsCD00591273	Sulfolobus solfataricus	1
SeCD00591274	Synechococcus elongatus	1
SeCD00591275	Synechococcus elongatus	1
SeCD00591276	Synechococcus elongatus	1
SmCD00591277	Streptococcus mutans	1
SmCD00591278	Streptococcus mutans	1
SsCD00591279	Synechocystis sp. PCC 6803	1
NsCD00591280	Nostoc sp. PCC 7120	1
NsCD00591281	Nostoc sp. PCC 7120	1
NsCD00591282	Nostoc sp. PCC 7120	1
NsCD00591283	Nostoc sp. PCC 7120	1
NgCD00591284	Neisseria gonorrhoeae	1
LiCD00591285	Listeria innocua	0
LcCD00591286	Lactobacillus casei	1
LbCD00591287	Lactobacillus brevis	1
EfCD00591288	Enterococcus faecalis	1
CgCD00591289	Corynebacterium glutamicum	1
CgCD00591290	Corynebacterium glutamicum	0
CgCD00591291	Corynebacterium glutamicum	1
BlCD00591300	Brevibacterium linens	0
BlCD00591301	Brevibacterium linens	1
BlCD00591302	Brevibacterium linens	1
ReCD00591303	Rhizobium etli	1
ReCD00591304	Rhizobium etli	1
ReCD00591305	Rhizobium etli	0
ReCD00591306	Rhizobium etli	1
ReCD00591307	Rhizobium etli	1
ReCD00591308	Rhizobium etli	1
ReCD00591309	Rhizobium etli	0
RdCD00591310	Roseobacter denitrificans	1
RdCD00591311	Roseobacter denitrificans	1
RdCD00591312	Roseobacter denitrificans	1
RdCD00591313	Roseobacter denitrificans	0
RdCD00591314	Roseobacter denitrificans	1
RdCD00591315	Roseobacter denitrificans	1
NsCD00591318	Nostoc sp. PCC 7120	1
NeCD00591319	Nitrosomonas europaea	0
NeCD00591320	Nitrosomonas europaea	0
NeCD00591321	Nitrosomonas europaea	0
NeCD00591322	Nitrosomonas europaea	0
NeCD00591323	Nitrosomonas europaea	0
LiCD00591324	Listeria innocua	1
LiCD00591325	Listeria innocua	1
EcCD00591326	Escherichia coli	1
NeCD00591327	Nitrosomonas europaea	1
NeCD00591328	Nitrosomonas europaea	1
NeCD00591329	Nitrosomonas europaea	1
LpCD00591330	Legionella pneumophila	1
LpCD00591331	Legionella pneumophila	1
SpCD00591332	Streptococcus pyogenes	0
CpCD00591333	Colwellia psychrerythraea	1
CpCD00591334	Colwellia psychrerythraea	1
CpCD00591335	Clostridium perfringens	0
CgCD00591336	Corynebacterium glutamicum	1
CgCD00591337	Corynebacterium glutamicum	0
BtCD00591338	Bacteroides thetaiotaomicron	1
